year,Pos,Player,photo,Runs,Mat,Inns,NO,HS,Avg,BF,SR,Century,Fifty,Four,Sixes,Team,Team_logo,Outs
2023,22,Sanju Samson,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sanju%20Samson.png,362,14,14,2,66,30.17,236,153.38,0,3,25,24,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,11.99867418
2024,5,Sanju Samson,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sanju%20Samson.png,531,16,15,4,86,48.27,346,153.46,0,5,48,24,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,11.0006215
2025,35,Sanju Samson,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sanju%20Samson.png,285,9,9,1,66,35.63,203,140.39,0,1,27,13,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,7.998877351
2026,7,Sanju Samson,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sanju%20Samson.png,304,8,8,2,115,50.67,179,169.83,2,0,33,15,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,5.999605289
2023,132,Sanvir Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sanvir%20Singh.png,11,2,2,1,7,11,9,122.22,0,0,1,1,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,1
2024,120,Sanvir Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sanvir%20Singh.png,14,4,3,2,8,14,12,116.66,0,0,1,0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,1
2015,56,Sarfaraz Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sarfaraz%20Khan.png,111,13,8,4,45,27.75,71,156.33,0,0,12,2,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,4
2016,65,Sarfaraz Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sarfaraz%20Khan.png,66,5,4,2,35,33,31,212.9,0,0,7,4,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,2
2018,74,Sarfaraz Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sarfaraz%20Khan.png,51,7,6,1,22,10.2,41,124.39,0,0,7,1,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,5
2019,40,Sarfaraz Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sarfaraz%20Khan.png,180,8,5,1,67,45,143,125.87,0,1,19,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,4
2020,77,Sarfaraz Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sarfaraz%20Khan.png,33,5,3,1,14,16.5,29,113.79,0,0,5,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,2
2021,147,Sarfaraz Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sarfaraz%20Khan.png,0,2,2,0,0,1,4,0,0,0,0,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,0
2022,73,Sarfaraz Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sarfaraz%20Khan.png,91,6,5,2,36,30.33,67,135.82,0,0,9,2,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,3.000329707
2023,88,Sarfaraz Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sarfaraz%20Khan.png,53,4,4,0,30,13.25,62,85.48,0,0,4,1,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,4
2026,33,Sarfaraz Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sarfaraz%20Khan.png,161,8,7,0,50,23,95,169.47,0,1,23,6,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,7
2008,95,Saurabh Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,26,3,2,0,17,13,20,130,0,0,3,1,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2009,94,Saurabh Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,13,4,3,2,6,13,12,108.33,0,0,0,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,1
2010,8,Saurabh Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,419,16,15,1,61,29.92,309,135.59,0,3,29,18,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,14.0040107
2011,43,Saurabh Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,187,16,13,5,42,23.37,188,99.46,0,0,13,5,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,8.001711596
2012,49,Saurabh Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,191,15,11,3,36,23.87,170,112.35,0,0,9,8,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,8.001675744
2013,65,Saurabh Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,109,9,6,2,52,27.25,106,102.83,0,1,4,4,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,4
2015,57,Saurabh Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,109,7,6,6,28,1,78,139.74,0,0,9,5,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,109
2016,41,Saurabh Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,170,10,7,0,57,24.28,141,120.56,0,2,17,4,RPS,https://i.pinimg.com/736x/9b/3c/f1/9b3cf1c503a30be3ec3c3f60562867f7.jpg,7.001647446
2017,70,Saurabh Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,52,1,1,0,52,52,43,120.93,0,1,9,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,1
2020,57,Saurabh Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,103,7,5,0,42,20.6,80,128.75,0,0,8,3,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,5
2021,52,Saurabh Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,115,5,4,2,50,57.5,97,118.55,0,1,10,2,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2024,117,Saurav Chauhan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Saurav%20Chauhan.png,18,3,3,0,9,6,15,120,0,0,1,1,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,3
2008,55,Scott Styris,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,112,8,8,2,36,18.66,123,91.05,0,0,9,2,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg,6.002143623
2009,93,Scott Styris,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,14,2,1,0,14,14,8,175,0,0,0,1,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg,1
2011,143,Scott Styris,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,5,2,1,1,5,1,2,250,0,0,1,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,5
2015,91,Sean Abbott,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sean%20Abbott.png,15,2,2,0,14,7.5,13,115.38,0,0,1,1,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,2
2022,133,Sean Abbott,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sean%20Abbott.png,7,1,1,0,7,7,5,140,0,0,0,1,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,1
2025,103,Sediqullah Atal,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,22,1,1,0,22,22,16,137.5,0,0,0,2,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,1
2009,82,Shadab Jakati,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,20,9,2,1,13,20,15,133.33,0,0,3,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,1
2012,133,Shadab Jakati,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,7,15,2,2,6,1,12,58.33,0,0,0,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,7
2016,129,Shadab Jakati,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,6,1,1,1,1,2,50,0,0,0,0,GL,https://static.india.com/wp-content/uploads/2017/02/gl.jpg,1
2026,93,Shahbaz Ahamad,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Ahamad.png,15,1,1,1,15,1,16,93.75,0,0,1,0,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,15
2020,121,Shahbaz Ahmed,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Ahmed.png,1,2,1,1,1,1,1,100,0,0,0,0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,1
2021,70,Shahbaz Ahmed,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Ahmed.png,59,11,7,0,14,8.42,53,111.32,0,0,4,2,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,7.007125891
2022,45,Shahbaz Ahmed,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Ahmed.png,219,16,11,3,45,27.38,181,120.99,0,0,14,9,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,7.99853908
2023,91,Shahbaz Ahmed,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Ahmed.png,42,10,6,2,20,10.5,39,107.69,0,0,3,1,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,4
2024,49,Shahbaz Ahmed,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Ahmed.png,215,16,12,3,59,23.89,166,129.51,0,1,7,13,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,8.999581415
2025,122,Shahbaz Ahmed,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Ahmed.png,9,3,1,0,9,9,8,112.5,0,0,1,0,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,1
2013,114,Shahbaz Nadeem,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Nadeem.png,14,12,6,1,6,2.8,27,51.85,0,0,1,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,5
2014,101,Shahbaz Nadeem,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Nadeem.png,7,11,3,1,3,3.5,19,36.84,0,0,0,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,2
2015,117,Shahbaz Nadeem,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Nadeem.png,2,4,1,0,2,2,7,28.57,0,0,0,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,1
2016,128,Shahbaz Nadeem,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Nadeem.png,1,4,1,1,1,1,5,20,0,0,0,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,1
2017,133,Shahbaz Nadeem,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Nadeem.png,2,7,4,1,2,0.66,9,22.22,0,0,0,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,3.03030303
2018,114,Shahbaz Nadeem,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Nadeem.png,6,6,1,1,6,1,8,75,0,0,0,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,6
2020,106,Shahbaz Nadeem,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Nadeem.png,7,7,2,1,5,7,8,87.5,0,0,1,0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,1
2021,144,Shahbaz Nadeem,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahbaz%20Nadeem.png,0,1,1,0,0,1,1,0,0,0,0,0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,0
2008,66,Shahid Afridi,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,81,10,9,1,33,10.12,46,176.08,0,0,7,6,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg,8.003952569
2021,41,Shahrukh Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahrukh%20Khan.png,153,11,10,3,47,21.85,114,134.21,0,0,9,10,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,7.00228833
2022,68,Shahrukh Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahrukh%20Khan.png,117,8,8,1,26,16.71,108,108.33,0,0,4,9,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,7.001795332
2023,58,Shahrukh Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahrukh%20Khan.png,156,14,13,6,41,22.29,94,165.95,0,0,13,9,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,6.998654105
2024,71,Shahrukh Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahrukh%20Khan.png,127,7,7,0,58,18.14,75,169.33,0,1,9,9,GT,https://imgk.timesnownews.com/media/Gujarat_Titans_logo.png,7.001102536
2025,59,Shahrukh Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahrukh%20Khan.png,179,15,11,5,57,29.83,100,179,0,1,11,13,GT,https://imgk.timesnownews.com/media/Gujarat_Titans_logo.png,6.000670466
2026,77,Shahrukh Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahrukh%20Khan.png,35,8,4,1,17,11.67,25,140,0,0,2,2,GT,https://imgk.timesnownews.com/media/Gujarat_Titans_logo.png,2.999143102
2024,57,Shai Hope,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shai%20Hope.png,183,9,9,1,41,22.88,122,150,0,0,12,12,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,7.998251748
2025,84,Shaik Rasheed,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shaik%20Rasheed.png,71,5,5,0,27,14.2,63,112.69,0,0,9,2,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,5
2011,97,Shakib Al Hasan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shakib%20Al%20Hasan.png,29,7,3,1,26,14.5,22,131.81,0,0,4,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,2
2012,70,Shakib Al Hasan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shakib%20Al%20Hasan.png,91,8,7,1,42,15.16,74,122.97,0,0,6,3,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,6.002638522
2014,35,Shakib Al Hasan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shakib%20Al%20Hasan.png,227,13,11,4,60,32.42,152,149.34,0,1,22,7,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,7.001850709
2015,75,Shakib Al Hasan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shakib%20Al%20Hasan.png,36,4,3,0,23,12,27,133.33,0,0,5,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,3
2016,54,Shakib Al Hasan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shakib%20Al%20Hasan.png,114,10,7,2,66,22.8,106,107.54,0,1,7,5,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,5
2017,135,Shakib Al Hasan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shakib%20Al%20Hasan.png,1,1,1,1,1,1,1,100,0,0,0,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,1
2018,32,Shakib Al Hasan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shakib%20Al%20Hasan.png,239,17,13,2,35,21.72,197,121.31,0,0,26,5,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,11.00368324
2019,101,Shakib Al Hasan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shakib%20Al%20Hasan.png,9,3,1,0,9,9,10,90,0,0,0,0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,1
2021,76,Shakib Al Hasan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shakib%20Al%20Hasan.png,47,8,6,1,26,9.4,48,97.91,0,0,3,1,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,5
2010,150,Shalabh Srivastava,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,8,2,1,1,1,2,50,0,0,0,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,1
2011,147,Shalabh Srivastava,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,4,6,2,2,3,1,3,133.33,0,0,0,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,4
2024,161,Shams Mulani,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shams%20Mulani.png,1,2,1,1,1,1,1,100,0,0,0,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,1
2010,151,Shane Bond,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,8,1,0,1,1,2,50,0,0,0,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,1
2009,100,Shane Harwood,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,9,3,2,2,6,1,14,64.28,0,0,0,0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,9
2008,69,Shane Warne,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,70,15,7,2,22,14,59,118.64,0,0,7,2,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,5
2009,43,Shane Warne,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,108,13,11,3,34,13.5,116,93.1,0,0,6,4,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,8
2010,119,Shane Warne,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,10,14,7,2,4,2,19,52.63,0,0,0,0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,5
2011,132,Shane Warne,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,10,13,4,2,5,5,20,50,0,0,1,0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,2
2008,4,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,472,15,15,5,76,47.2,311,151.76,0,4,47,19,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,10
2010,41,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,185,6,5,0,60,37,114,162.28,0,2,18,9,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,5
2011,24,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,330,11,11,1,89,33,253,130.43,0,1,31,17,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,10
2012,34,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,255,7,7,1,90,42.5,168,151.78,0,2,26,14,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,6
2013,5,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,543,16,16,2,101,38.78,380,142.89,1,2,59,22,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,14.00206292
